runID,day,id, Total pop, Happiness, Net growth rate,stpl0,stpl1,stpl2,ntpr0,ntpr1,ntpr2,% space used
2,30,2,101,85.33594017835108,1.3632757356197753,80.78571428571419,47.04999999999998,9.245536398491252,0.8714285714285714,0.11,0.3167352243103255,0.1004551548987913
2,60,2,102,87.5173207473481,1.4300591218370657,106.8299999999999,50.353000000000065,18.76641755538259,0.8681428571428571,0.1101,0.31766675572350367,0.10144976039283873
2,90,2,104,88.22408857995391,1.4820360651067597,132.77571428571432,53.659000000000034,28.306051577414642,0.8648571428571429,0.1102,0.31809169666093146,0.10343897138093361
2,120,2,105,88.29343587845214,1.484880365961301,158.52428571428615,56.97099999999999,37.85980869697255,0.8582857142857143,0.11040000000000001,0.3184752919353216,0.10443357687498105
2,150,2,107,88.08870993105867,1.5279033561167088,184.1742857142867,60.286000000000044,47.41832609583173,0.855,0.1105,0.31858420301061047,0.10642278786307592
2,180,2,109,87.63943273807408,1.5678006793647858,209.6271428571438,63.607000000000085,56.98370187917561,0.8484285714285713,0.1107,0.31877983891897105,0.10841199885117081
2,210,2,110,87.05801771800563,1.647027212771126,234.88285714285834,66.93400000000011,66.55400876166517,0.8418571428571429,0.11090000000000001,0.31892095698800466,0.10940660434521825
2,240,2,112,86.42569315007044,1.6848847757867302,260.0400000000014,70.26400000000024,76.12311100913398,0.8385714285714286,0.111,0.31886373778849475,0.11139581533331312
2,270,2,114,85.67578230290256,1.7208768221265038,285.0000000000012,73.60000000000014,85.69456213928112,0.8320000000000001,0.11120000000000001,0.31892749752207733,0.11338502632140798
2,300,2,117,84.87333219568978,1.964537033262834,309.7628571428584,76.94200000000023,95.26736628263437,0.8254285714285715,0.1114,0.31896114221781324,0.1163688428035503
2,330,2,119,83.98722977190383,2.000198300209468,334.2300000000018,80.2930000000002,104.84510028859657,0.8155714285714285,0.11170000000000001,0.3191149404072593,0.11835805379164517
2,360,2,121,83.1175176897311,2.0363604178888917,358.50000000000256,83.65000000000038,114.42252985058896,0.8089999999999999,0.1119,0.3190970802987179,0.12034726477974006
2,390,2,124,82.22268785250859,2.3524897635914788,382.57285714286076,87.01300000000032,123.9989881304978,0.8024285714285714,0.1121,0.31905742662856096,0.12333108126188237
2,420,2,127,81.5813043613884,2.3849681741830477,400.0,90.38500000000013,133.57843177845646,0.7925714285714285,0.1124,0.31924868102020704,0.12631489774402468
2,450,2,130,81.78233543632626,2.4068619143922376,400.0,93.76600000000025,143.17038786280153,0.7827142857142857,0.11270000000000001,0.31979980871037844,0.129298714226167
2,480,2,133,81.96146667989463,2.403005479434733,400.0,97.15600000000023,152.77879975764515,0.7728571428571429,0.113,0.32034544073763715,0.13228253070830934
2,510,2,137,82.1213338577179,2.4243977220370088,400.0,100.55500000000009,162.4035078369614,0.763,0.11330000000000001,0.32088609324997003,0.1362609526844991
2,540,2,140,82.21615603737469,2.444492175014057,400.0,103.96599999999992,172.04844285957697,0.7498571428571429,0.11370000000000001,0.321557792511298,0.13924476916664139
2,570,2,143,82.34380897317934,2.2571261008193235,400.0,107.38600000000005,181.70937370094884,0.7399999999999999,0.114,0.3220896571541032,0.1422285856487837
2,600,2,146,82.45776337149714,2.2774109605247204,400.0,110.81500000000005,191.38619638220592,0.7301428571428571,0.11430000000000001,0.3226175320333369,0.145212402130926
2,630,2,150,82.55934871427596,2.297593932993336,400.0,114.25299999999993,201.07879309205785,0.7202857142857142,0.11460000000000001,0.3231416550823582,0.1491908241071158
2,660,2,153,82.60172779182159,2.285544929033275,400.0,117.70299999999978,210.79110965187482,0.7071428571428572,0.115,0.3237970398332118,0.1521746405892581
2,690,2,157,82.68194684998097,2.3054708501280983,400.0,121.16199999999992,220.51895527299644,0.6972857142857143,0.11530000000000001,0.32431405895563653,0.15615306256544786
2,720,2,160,82.70481170278666,2.3242760128530766,400.0,124.63300000000004,230.2662878808228,0.6841428571428572,0.11570000000000001,0.3249618420272676,0.15913687904759016
2,750,2,164,82.76713273874813,2.3780540779501456,400.0,128.11300000000003,240.02894266794033,0.6742857142857142,0.116,0.3254722049731564,0.1631153010237799
2,780,2,168,82.77353005596677,2.396846440955957,400.0,131.605,249.81086073267443,0.661142857142857,0.1164,0.32611264533954487,0.16709372299996966
2,810,2,172,82.77266227223075,2.4155999605499594,400.0,135.10900000000035,259.61189784413443,0.6479999999999999,0.1168,0.3267491842168912,0.1710721449761594
2,840,2,177,82.76505461951169,2.465852974192828,400.0,138.62500000000026,269.4319357823526,0.6348571428571427,0.1172,0.32738183252214315,0.17604517244639661
2,870,2,181,82.70320935874305,2.484509371891895,400.0,142.15600000000066,279.27480183781404,0.6184285714285714,0.1177,0.3281414456678815,0.18002359442258636
2,900,2,185,82.6835572813269,2.504245412503226,400.0,145.6990000000006,289.1363855183217,0.6052857142857143,0.11810000000000001,0.3287656680803369,0.18400201639877614
2,930,2,190,82.65843585529288,2.4623970763753094,400.0,149.25400000000096,299.01659691526436,0.5921428571428572,0.11850000000000001,0.3293859912663323,0.18897504386901331
2,960,2,195,82.58023975880067,2.480828100341975,400.0,152.82400000000095,308.9191917526952,0.5757142857142856,0.11900000000000001,0.3301307872669763,0.19394807133925052
2,990,2,200,82.49730794297955,2.499256096005123,400.0,156.4090000000006,318.8439696039424,0.5592857142857144,0.11950000000000001,0.3308698976444616,0.1989210988094877
2,1020,2,205,82.40992129140007,2.4286775960317124,400.0,160.00900000000073,328.7907580346607,0.5428571428571428,0.12000000000000001,0.33160327294801334,0.20389412627972486
