runID,day,id, Total pop, Happiness, Net growth rate,stpl0,stpl1,stpl2,ntpr0,ntpr1,ntpr2,% space used
2,30,2,368,48.71160538911676,0.9197358326175764,67.05871428571423,47.83929999999999,8.969825547059832,0.043428571428571594,0.1368,0.31671123537943796,0.2610015137375961
2,60,2,376,50.33547432659596,0.9296728198523183,68.04099999999978,51.95349999999999,18.509167592096986,0.01828571428571446,0.1376,0.31914145277817485,0.26667545968841344
2,90,2,387,49.89170868925132,0.44105861505081156,68.9871428571426,56.102099999999986,28.075136549923638,0.039000000000000146,0.13870000000000002,0.31912901725730314,0.2744771353707872
2,120,2,405,49.201568750206945,1.0178459917317584,69.49414285714262,60.28520000000002,37.69003588171912,-0.01499999999999968,0.1405,0.32200910585095527,0.28724351376012613
2,150,2,417,50.737223303022375,1.0245840131710464,70.39699999999966,64.51360000000007,47.30491034543565,0.008571428571428674,0.1417,0.3217865452126132,0.2957544326863521
2,180,2,430,50.24099938897285,1.0315657479360125,71.58642857142819,68.78510000000004,56.93222901630211,0.03285714285714314,0.14300000000000002,0.32175449918450405,0.30497459485643025
2,210,2,449,49.6541837321797,0.5379347381309616,72.5627142857139,73.10590000000009,66.59198062808868,0.0531428571428576,0.1446,0.32169163759137703,0.31845021648962135
2,240,2,468,48.88063890445058,1.0584261040589082,73.40871428571393,77.47560000000011,76.28563036612522,0.06342857142857161,0.1468,0.3215023583012822,0.33192583812281246
2,270,2,481,50.3669414115541,1.06603977859325,74.93028571428528,81.89530000000013,85.97886063791856,0.03185714285714325,0.1481,0.32453590217640593,0.34114600029289055
2,300,2,501,49.6683769381538,0.6697736861177119,75.92299999999958,86.37200000000011,95.72494050324718,0.05485714285714338,0.1501,0.3243896224377923,0.35533086516993384
2,330,2,528,48.71326217034895,1.1918055828572736,76.73899999999949,90.91130000000008,105.50679113215612,-0.006857142857142451,0.15280000000000002,0.3278902738764144,0.37448043275394227
2,360,2,546,50.08924254250079,1.1970628355911734,78.33542857142804,95.5168,115.2810506838793,0.030000000000000693,0.15460000000000002,0.32734553574899883,0.3872468111432812
2,390,2,568,49.344780434777704,0.583806931871151,79.34885714285667,100.19100000000002,125.11419684392476,0.0640000000000005,0.1568,0.32703791289847894,0.4028501625080288
2,420,2,594,50.666304025091144,1.1054466895059014,80.69485714285693,104.9237,134.98016806201846,0.02600000000000069,0.1587,0.3305268700630537,0.4212904868481851
2,450,2,614,49.77644248052174,0.60850595671437,81.77757142857124,109.73490000000008,144.8922036692683,0.05971428571428672,0.1614,0.33010589874494833,0.4354753517252283
2,480,2,644,50.75890637294654,1.2237878381352552,82.77414285714255,114.61970000000002,154.85299548268293,0.004000000000000892,0.1644,0.33368885919293656,0.45675264904079327
2,510,2,666,50.04101269594113,0.7258436894805532,84.59071428571403,119.59220000000006,164.81223692251447,0.058285714285715384,0.16660000000000003,0.3332462988663707,0.4723560004055408
2,540,2,709,48.614161641318404,1.2437078417871397,85.24557142857121,124.65400000000012,174.86739672934195,-0.015428571428570459,0.1709,0.33744730303697723,0.5028534598911838
2,570,2,725,50.11209813546422,0.9531023236784251,87.54785714285713,129.79840000000007,184.89981144491784,0.06071428571428683,0.1725,0.33636248842574024,0.5142013517928185
2,600,2,753,51.19323832113584,0.9612134515188369,88.68728571428572,135.01680000000016,195.05600522719982,0.016714285714287014,0.1753,0.3404782913649165,0.534060162620679
2,630,2,786,50.39230760507869,0.9546242925452368,90.64999999999995,140.32339999999994,205.23735258551346,0.08714285714285874,0.1779,0.3397966884361219,0.5574651896678005
2,660,2,820,51.07368296955978,1.088876232413911,92.3671428571429,145.72319999999957,215.49562058131355,0.028571428571430246,0.182,0.3437296469143216,0.5815794599587739
2,690,2,856,49.982495566827325,1.0695855606218039,93.69371428571428,151.2353999999993,225.82438877057896,0.09942857142857298,0.18560000000000001,0.34255996707948533,0.6071122167374519
2,720,2,894,50.77526168336573,1.0699574393090514,95.87942857142865,156.86539999999928,236.16850978122747,0.050571428571430044,0.1894,0.3468095593067043,0.6340634600038341
2,750,2,940,49.38128034317233,0.6540809220981765,97.39928571428578,162.61989999999932,246.59796043193415,0.12571428571428767,0.194,0.34547076025418005,0.6666886492210337
2,780,2,980,50.13011295365411,1.1527856417092606,100.60957142857166,168.48899999999927,257.0212860790457,0.08000000000000229,0.198,0.34920536337780017,0.6950583789751201
2,810,2,1025,50.73553944302584,1.1449469406378827,102.2164285714289,174.49839999999915,267.5686114722697,0.02857142857143069,0.2025,0.3535294924383713,0.7269743249484675
2,840,2,1072,49.51079117062991,0.5244162610664718,104.1380000000002,180.6531999999992,278.153883826104,0.13300000000000223,0.2067,0.3513686855456953,0.7603087574095192
2,870,2,1112,50.13028963095735,1.0377078283066867,107.54100000000038,186.91289999999918,288.77564285331556,0.0880000000000023,0.2112,0.3557742901904469,0.7886784871636057
2,900,2,1159,50.70904052453047,1.0454575073912327,109.51000000000029,193.31599999999918,299.53034281701207,0.04100000000000259,0.2159,0.36042103780180534,0.8220129196246574
2,930,2,1207,49.35037894731639,0.9817148868699832,110.81014285714306,199.87219999999914,310.37989384862095,0.16542857142857414,0.2207,0.3574598376308719,0.8560565953295612
2,960,2,1254,49.92478828329702,0.9831767794974575,115.28871428571465,206.5496999999993,321.19492589718584,0.1251428571428601,0.2254,0.36374738269884777,0.8893910277906129
2,990,2,1305,50.42887374512155,0.9906323027501831,118.45585714285754,213.3801999999993,332.14649989115327,0.08142857142857451,0.2305,0.3668132892134441,0.9255624332270732
2,1020,2,1358,50.87801143519319,1.0058846337842786,120.2035714285719,220.37629999999933,343.2316293681535,0.036000000000002697,0.2358,0.3715526501254612,0.9631523251512378
2,1050,2,1420,49.36763151025911,0.4967513275623687,121.67871428571482,227.54549999999927,354.3962448922335,0.19071428571428983,0.24130000000000001,0.3673410610411234,1.0071254062700719
