runID,day,Total pop, Happiness, Net growth rate,0,1,2,% space used
0,7,802,31.6932842658795,0.4912820648998051,31.5924285714286,64.4176,15.319599999999994,0.3267529702542158
0,14,806,31.710919503974743,0.4911758907641901,31.99342857142863,66.66320000000003,15.693866666666663,0.32838266087892515
0,21,810,31.7221442658795,0.4888478936883276,32.39642857142863,68.92000000000004,16.069999999999993,0.3300123515036344
0,28,814,31.733555694450935,0.4866291221357151,32.801428571428644,71.18800000000003,16.448000000000008,0.33164204212834375
0,35,818,31.745153789689027,0.48451847040658036,33.208428571428634,73.46719999999999,16.827866666666676,0.33327173275305305
0,42,822,31.75693855159379,0.48251485442853603,33.61742857142863,75.75760000000002,17.209600000000023,0.33490142337776235
0,49,826,31.768909980165223,0.4806172112303555,34.0284285714286,78.05920000000003,17.593200000000024,0.33653111400247165
0,56,830,31.78106807540332,0.4788244984310577,34.44142857142858,80.37200000000001,17.978666666666705,0.338160804627181
0,63,834,31.793412837308075,0.47713569374375053,34.85642857142858,82.69599999999997,18.36600000000004,0.33979049525189026
0,70,838,31.805944265879507,0.4755497944937619,35.273428571428546,85.0312,18.755200000000052,0.3414201858765996
0,77,842,31.818662361117603,0.47406581715056273,35.69242857142853,87.3776,19.14626666666672,0.34304987650130886
0,84,846,31.831567123022364,0.4726827968730465,36.11342857142853,89.73519999999998,19.539200000000065,0.3446795671260182
0,91,850,31.844658551593792,0.4713997870676856,36.536428571428495,92.10400000000001,19.934000000000065,0.3463092577507275
0,98,854,31.85793664683189,0.47021585895918916,36.96142857142848,94.48400000000004,20.33066666666672,0.34793894837543676
0,105,858,31.87140140873665,0.4691301011732052,37.38842857142848,96.87520000000004,20.729200000000052,0.3495686390001461
0,112,862,31.88505283730808,0.46814161933070864,37.81742857142849,99.2776,21.12960000000004,0.35119832962485537
0,119,866,31.898890932546173,0.4672495356536781,38.24842857142848,101.69120000000005,21.531866666666705,0.3528280202495647
0,126,870,31.912915694450938,0.46645298858169726,38.68142857142848,104.11600000000007,21.936000000000025,0.35445771087427397
0,133,874,31.927127123022363,0.4657511323991437,39.11642857142849,106.55200000000006,22.342000000000024,0.3560874014989833
0,140,878,31.941525218260455,0.4651431368725971,39.553428571428476,108.99920000000003,22.749866666666676,0.3577170921236926
0,147,882,31.95610998016522,0.4646281868981825,39.992428571428476,111.45760000000007,23.159600000000008,0.3593467827484019
