day,Total pop, Happiness, Net growth rate,0,1,2,% space used
483,2755,48.387866315088026,1.5314889361834965,250.0,500.0,76.53642940051323,0.9819528170253191
490,2796,48.06821202937374,1.5098384765377564,250.0,500.0,75.99834606717984,0.9965662709266033
497,2837,47.74124607699278,1.4868781622103284,250.0,500.0,75.38714606717984,1.0111797248278875
504,2878,47.406968457945155,1.459461590998015,250.0,500.0,74.70282940051314,1.0257931787291719
511,2919,47.06537917223087,1.4297527821583946,250.0,500.0,73.94539606717983,1.0404066326304562
518,2959,46.71647821984992,1.398706409048098,250.0,500.0,73.11484606717981,1.054663660826831
525,2999,46.366927981754685,1.3666767029693752,250.0,500.0,72.21296273384648,1.0689206890232057
532,3038,46.01024441032611,1.3333222956444004,250.0,500.0,71.23974606717984,1.0828212915146713
539,3077,45.6530898865166,1.2989905781950497,250.0,500.0,70.19697940051317,1.0967218940061367
546,3115,45.28898036270705,1.2633505296057816,250.0,500.0,69.08466273384649,1.1102660707926928
553,3153,44.92457821984992,1.226743250652913,250.0,500.0,67.90457940051317,1.123810247579249
560,3190,44.553399410326115,1.1888469284412981,250.0,500.0,66.65672940051313,1.1369979986608958
567,3226,44.182106315088,1.1499968750840635,250.0,500.0,65.34289606717975,1.1498293240376332
574,3261,43.81087726746896,1.1102165520296938,250.0,500.0,63.96486273384643,1.1623042237094612
581,3295,43.43989060080229,1.0695305126823516,250.0,500.0,62.524412733846376,1.1744226976763799
588,3328,43.06932464842132,1.0279643036103914,250.0,500.0,61.023329400513,1.1861847459383892
595,3360,42.699357743659434,0.9855443765541492,250.0,500.0,59.46339606717966,1.197590368495489
602,3391,42.33016821984992,0.9422980098956373,250.0,500.0,57.8463960671797,1.2086395653476794
609,3421,41.961934410326094,0.8982532384397113,250.0,500.0,56.17411273384636,1.2193323364949606
616,3450,41.59483464842134,0.8534387905144525,250.0,500.0,54.44832940051303,1.2296686819373324
623,3477,41.229047267468964,0.8078840315326672,250.0,500.0,52.670829400513064,1.2392921759698856
630,3503,40.87141298175467,0.7619372060784939,250.0,500.0,50.84517940051309,1.248559244297529
637,3528,40.51562607699277,0.7153444679138892,250.0,500.0,48.9731627338464,1.2574698869202634
644,3551,40.16186488651658,0.6681371180992852,250.0,500.0,47.05656273384639,1.2656676781331788
651,3573,39.816970124611814,0.6206604081898992,250.0,500.0,45.098946067179696,1.2735090436411851
658,3593,39.47463607699276,0.5726676397950567,250.0,500.0,43.10209606717966,1.2806375577393725
665,3611,39.141703457945134,0.5245025309027445,250.0,500.0,41.069579400512964,1.2870532204277412
672,3628,38.81852893413562,0.4762322464231765,250.0,500.0,39.0049627338463,1.2931124574112005
679,3643,38.49880679127847,0.4276160073069428,250.0,500.0,36.910029400512954,1.2984588429848412
686,3656,38.18937774365943,0.3789959668285634,250.0,500.0,34.78834606717962,1.303092377148663
693,3668,37.89059845794514,0.33044160251925914,250.0,500.0,32.64347940051297,1.3073694856075755
700,3678,37.5961632198499,0.2817166191453244,250.0,500.0,30.47721273384632,1.3109337426566692
707,3686,37.31291274365943,0.23316229014840184,250.0,500.0,28.293112733846332,1.3137851482959442
714,3692,37.04120369604038,0.18485006920506408,250.0,500.0,26.094746067179678,1.3159237025254005
721,3697,36.781392743659424,0.13685213274184682,250.0,500.0,23.88567940051299,1.3177058310499472
728,3700,36.527174172230865,0.08893640256989555,250.0,500.0,21.667696067179666,1.3187751081646752
735,3701,36.28538869604039,0.04144422111899382,250.0,500.0,19.444362733846337,1.3191315338695846
742,3700,36.056392981754676,-0.005550511859453211,250.0,500.0,17.219246067179665,1.3187751081646752
749,3698,35.84054369604039,-0.05197322888100597,250.0,500.0,14.995912733846335,1.3180622567548566
756,3694,35.63153512461181,-0.09805359671129055,250.0,500.0,12.776146067179667,1.316636553935219
763,3688,35.43620798175467,-0.14344876626070446,250.0,500.0,10.563512733846332,1.3144979997057629
770,3681,35.25491893413563,-0.18808249988846137,250.0,500.0,8.361579400513005,1.3120030197713974
777,3672,35.081362267468954,-0.23218372686240651,250.0,500.0,6.172129400513002,1.3087951884272129
784,3661,34.92237869604039,-0.2754075020771274,250.0,500.0,3.998729400513004,1.3048745056732098
791,3649,34.77832488651657,-0.31767584063101717,250.0,500.0,1.8449460671796711,1.3005973972142975
798,3636,34.64289512461182,-0.3534689490630025,250.0,500.0,0,1.2959638630504755
805,3623,34.725800041703366,-0.3499653940137075,250.0,500.0,0,1.2913303288866536
812,3610,34.81042385122716,-0.34643478607297973,250.0,500.0,0,1.286696794722832
819,3597,34.89504766075099,-0.3428942076015087,250.0,500.0,0,1.28206326055901
826,3584,34.97967147027479,-0.339343550495125,250.0,500.0,0,1.2774297263951884
833,3571,35.06429527979861,-0.3357827050811826,250.0,500.0,0,1.2727961922313664
840,3559,35.14891908932241,-0.3322115600900113,250.0,500.0,0,1.268519083772454
847,3547,35.227033375036704,-0.3289058793164201,250.0,500.0,0,1.2642419753135414
854,3535,35.305147660751,-0.3255912363466078,250.0,500.0,0,1.259964866854629
861,3523,35.38326194646527,-0.32226753991068446,250.0,500.0,0,1.2556877583957164
868,3511,35.461376232179546,-0.3189346974952292,250.0,500.0,0,1.251410649936804
875,3499,35.539490517893846,-0.3155926153220414,250.0,500.0,0,1.2471335414778917
882,3488,35.61760480360813,-0.3122411983264515,250.0,500.0,0,1.2432128587238886
889,3477,35.68920956551289,-0.3091607834123693,250.0,500.0,0,1.2392921759698856
896,3466,35.76081432741765,-0.3060723684751374,250.0,500.0,0,1.2353714932158821
903,3455,35.8324190893224,-0.30297587734604203,250.0,500.0,0,1.231450810461879
910,3444,35.90402385122717,-0.29987123288634665,250.0,500.0,0,1.227530127707876
917,3433,35.97562861313194,-0.29675835697180464,250.0,500.0,0,1.223609444953873
924,3422,36.047233375036704,-0.2936371704768659,250.0,500.0,0,1.21968876219987
931,3412,36.11883813694147,-0.29050759325858744,250.0,500.0,0,1.2161245051507763
938,3402,36.1839333750367,-0.2876551735659647,250.0,500.0,0,1.2125602481016826
945,3392,36.24902861313195,-0.2847956905734499,250.0,500.0,0,1.208995991052589
952,3382,36.31412385122718,-0.28192908181081977,250.0,500.0,0,1.2054317340034952
959,3372,36.379219089322405,-0.2790552840689957,250.0,500.0,0,1.2018674769544013
966,3362,36.44431432741765,-0.2761742333890882,250.0,500.0,0,1.1983032199053076
973,3352,36.5094095655129,-0.2732858650512453,250.0,500.0,0,1.1947389628562142
980,3342,36.57450480360812,-0.27039011356330156,250.0,500.0,0,1.1911747058071203
987,3333,36.63960004170336,-0.2674869126492243,250.0,500.0,0,1.187966874462936
994,3324,36.69818575598909,-0.26486760714911095,250.0,500.0,0,1.1847590431187516
1001,3315,36.75677147027478,-0.26224216384201027,250.0,500.0,0,1.1815512117745672
1008,3306,36.815357184560504,-0.25961053273673174,250.0,500.0,0,1.178343380430383
1015,3297,36.87394289884623,-0.2569726632977196,250.0,500.0,0,1.1751355490861985
1022,3288,36.93252861313194,-0.2543285044376189,250.0,500.0,0,1.1719277177420142
1029,3279,36.99111432741765,-0.25167800450972266,250.0,500.0,0,1.1687198863978299
1036,3270,37.04970004170336,-0.24902111130029825,250.0,500.0,0,1.1655120550536455
1043,3261,37.10828575598909,-0.24635777202078302,250.0,500.0,0,1.1623042237094612
1050,3253,37.1668714702748,-0.24368793329985072,250.0,500.0,0,1.1594528180701862
1057,3245,37.218947660750985,-0.24130924339418525,250.0,500.0,0,1.1566014124309114
1064,3237,37.271023851227184,-0.23892533720253706,250.0,500.0,0,1.1537500067916362
1071,3229,37.32310004170338,-0.2365361760499407,250.0,500.0,0,1.1508986011523612
1078,3221,37.375176232179555,-0.2341417208781542,250.0,500.0,0,1.1480471955130864
1085,3213,37.42725242265575,-0.23174193224089956,250.0,500.0,0,1.1451957898738114
1092,3205,37.47932861313195,-0.22933677029903254,250.0,500.0,0,1.1423443842345362
1099,3197,37.531404803608126,-0.22692619481563847,250.0,500.0,0,1.1394929785952614
1106,3189,37.58348099408432,-0.22451016515105637,250.0,500.0,0,1.1366415729559864
1113,3181,37.63555718456051,-0.2220886402578266,250.0,500.0,0,1.1337901673167115
1120,3174,37.6876333750367,-0.21966157867556335,250.0,500.0,0,1.1312951873823458
1127,3167,37.733200041703356,-0.2175333250641558,250.0,500.0,0,1.1288002074479804
1134,3160,37.77876670837003,-0.21540077204724595,250.0,500.0,0,1.1263052275136147
1141,3153,37.8243333750367,-0.2132638910528346,250.0,500.0,0,1.123810247579249
1148,3146,37.869900041703374,-0.21112265325519197,250.0,500.0,0,1.1213152676448834
1155,3139,37.91546670837004,-0.20897702957203346,250.0,500.0,0,1.1188202877105178
1162,3132,37.961033375036706,-0.2068269906616591,250.0,500.0,0,1.1163253077761521
1169,3125,38.00660004170336,-0.2046725069200548,250.0,500.0,0,1.1138303278417867
1176,3118,38.052166708370024,-0.202513548477955,250.0,500.0,0,1.111335347907421
1183,3111,38.097733375036704,-0.20035008519786368,250.0,500.0,0,1.1088403679730554
1190,3104,38.14330004170338,-0.19818208667103865,250.0,500.0,0,1.1063453880386898
1197,3097,38.188866708370035,-0.19600952221443224,250.0,500.0,0,1.103850408104324
1204,3090,38.234433375036694,-0.19383236086759092,250.0,500.0,0,1.1013554281699585
1211,3084,38.28000004170336,-0.19165057138951225,250.0,500.0,0,1.0992168739405024
1218,3078,38.319057184560506,-0.18977675861937793,250.0,500.0,0,1.097078319711046
1225,3072,38.35811432741765,-0.18789950241321418,250.0,500.0,0,1.0949397654815898
1232,3066,38.3971714702748,-0.18601878259463778,250.0,500.0,0,1.0928012112521337
1239,3060,38.436228613131945,-0.18413457882932915,250.0,500.0,0,1.0906626570226774
1246,3054,38.475285755989084,-0.18224687062348544,250.0,500.0,0,1.088524102793221
1253,3048,38.51434289884623,-0.18035563732224857,250.0,500.0,0,1.086385548563765
1260,3042,38.55340004170337,-0.17846085810812773,250.0,500.0,0,1.0842469943343087
1267,3036,38.5924571845605,-0.17656251199938944,250.0,500.0,0,1.0821084401048524
1274,3030,38.63151432741765,-0.17466057784843692,250.0,500.0,0,1.0799698858753963
1281,3024,38.670571470274794,-0.1727550343401678,250.0,500.0,0,1.07783133164594
1288,3018,38.70962861313194,-0.17084585999031243,250.0,500.0,0,1.0756927774164837
1295,3012,38.748685755989094,-0.16893303314375285,250.0,500.0,0,1.0735542231870276
1302,3006,38.78774289884622,-0.1670165319728183,250.0,500.0,0,1.0714156689575713
1309,3001,38.826800041703365,-0.16509633447556693,250.0,500.0,0,1.0696335404330246
1316,2996,38.859347660750984,-0.16349333031695124,250.0,500.0,0,1.0678514119084777
1323,2991,38.891895279798604,-0.16188773093814857,250.0,500.0,0,1.0660692833839307
1330,2986,38.92444289884622,-0.16027952332401174,250.0,500.0,0,1.064287154859384
1337,2981,38.95699051789384,-0.1586686943722202,250.0,500.0,0,1.062505026334837
1344,2976,38.98953813694145,-0.15705523089254836,250.0,500.0,0,1.0607228978102903
1351,2971,39.02208575598908,-0.1554391196061249,250.0,500.0,0,1.0589407692857433
1358,2966,39.054633375036694,-0.15382034714468906,250.0,500.0,0,1.0571586407611966
1365,2961,39.08718099408431,-0.15219890004983894,250.0,500.0,0,1.0553765122366496
1372,2956,39.11972861313194,-0.15057476477226528,250.0,500.0,0,1.0535943837121027
1379,2951,39.152276232179545,-0.14894792767098686,250.0,500.0,0,1.051812255187556
1386,2946,39.18482385122718,-0.1473183750125724,250.0,500.0,0,1.0500301266630092
1393,2941,39.21737147027479,-0.14568609297035673,250.0,500.0,0,1.0482479981384623
1400,2936,39.24991908932242,-0.1440510676236464,250.0,500.0,0,1.0464658696139153
1407,2931,39.28246670837004,-0.14241328495692174,250.0,500.0,0,1.0446837410893683
1414,2926,39.31501432741764,-0.14077273085902653,250.0,500.0,0,1.0429016125648216
1421,2921,39.34756194646526,-0.13912939112234946,250.0,500.0,0,1.0411194840402749
1428,2916,39.380109565512896,-0.13748325144200169,250.0,500.0,0,1.039337355515728
1435,2912,39.412657184560516,-0.1358342974149811,250.0,500.0,0,1.0379116526960905
1442,2908,39.43869527979861,-0.1345130981217908,250.0,500.0,0,1.036485949876453
1449,2904,39.4647333750367,-0.1331900808964388,250.0,500.0,0,1.0350602470568153
1456,2900,39.490771470274794,-0.1318652382268084,250.0,500.0,0,1.033634544237178
1463,2896,39.516809565512894,-0.13053856255933738,250.0,500.0,0,1.0322088414175405
1470,2892,39.54284766075099,-0.1292100462987309,250.0,500.0,0,1.0307831385979032
1477,2888,39.568885755989086,-0.12787968180767262,250.0,500.0,0,1.0293574357782656
1484,2884,39.59492385122718,-0.12654746140653472,250.0,500.0,0,1.027931732958628
1491,2880,39.62096194646527,-0.12521337737308436,250.0,500.0,0,1.0265060301389906
1498,2876,39.647000041703365,-0.12387742194218676,250.0,500.0,0,1.0250803273193532
1505,2872,39.67303813694146,-0.12253958730550729,250.0,500.0,0,1.0236546244997156
1512,2868,39.69907623217956,-0.12119986561121077,250.0,500.0,0,1.0222289216800782
1519,2864,39.725114327417664,-0.11985824896365993,250.0,500.0,0,1.0208032188604406
1526,2860,39.75115242265575,-0.11851472942310592,250.0,500.0,0,1.0193775160408032
1533,2856,39.77719051789384,-0.11716929900538209,250.0,500.0,0,1.0179518132211656
1540,2852,39.803228613131935,-0.11582194968159287,250.0,500.0,0,1.0165261104015282
1547,2848,39.82926670837004,-0.11447267337779943,250.0,500.0,0,1.0151004075818906
1554,2844,39.85530480360812,-0.11312146197470474,250.0,500.0,0,1.0136747047622532
1561,2840,39.88134289884621,-0.11176830730733212,250.0,500.0,0,1.0122490019426156
1568,2836,39.90738099408431,-0.1104132011647061,250.0,500.0,0,1.0108232991229782
1575,2832,39.93341908932241,-0.10905613528952629,250.0,500.0,0,1.0093975963033408
1582,2828,39.95945718456051,-0.10769710137784161,250.0,500.0,0,1.0079718934837032
1589,2824,39.98549527979861,-0.106336091078719,250.0,500.0,0,1.0065461906640656
1596,2821,40.01153337503669,-0.10497309599391147,250.0,500.0,0,1.0054769135493375
1603,2818,40.031061946465265,-0.10394954208576657,250.0,500.0,0,1.0044076364346095
1610,2815,40.050590517893845,-0.10292486340502971,250.0,500.0,0,1.0033383593198812
1617,2812,40.07011908932241,-0.10189905635562613,250.0,500.0,0,1.0022690822051532
1624,2809,40.089647660750984,-0.10087211732613333,250.0,500.0,0,1.0011998050904252
1631,2806,40.10917623217955,-0.09984404268970115,250.0,500.0,0,1.000130527975697
1638,2803,40.128704803608116,-0.09881482880397008,250.0,500.0,0,0.999061250860969
1645,2800,40.1482333750367,-0.09804785064111954,250.0,500.0,0,0.9979919737462408
1652,2797,40.167761946465276,-0.09731634726725313,250.0,500.0,0,0.9969226966315127
1659,2794,40.18729051789385,-0.09658369362311259,250.0,500.0,0,0.9958534195167846
1666,2791,40.20681908932242,-0.09584988600346023,250.0,500.0,0,0.9947841424020565
1673,2788,40.22634766075099,-0.0951149206871289,250.0,500.0,0,0.9937148652873283
1680,2785,40.24587623217957,-0.09437879393693338,250.0,500.0,0,0.9926455881726003
1687,2782,40.26540480360813,-0.0936415019995871,250.0,500.0,0,0.9915763110578721
1694,2779,40.2849333750367,-0.0929030411056131,250.0,500.0,0,0.990507033943144
1701,2776,40.304461946465274,-0.09216340746925744,250.0,500.0,0,0.989437756828416
1708,2773,40.32399051789385,-0.09142259728840196,250.0,500.0,0,0.9883684797136878
1715,2770,40.34351908932241,-0.09068060674447387,250.0,500.0,0,0.9872992025989596
1722,2767,40.36304766075099,-0.08993743200235871,250.0,500.0,0,0.9862299254842316
1729,2764,40.38257623217956,-0.08919306921031023,250.0,500.0,0,0.9851606483695035
1736,2761,40.402104803608125,-0.08844751449985822,250.0,500.0,0,0.9840913712547753
1743,2758,40.421633375036706,-0.08770076398572013,250.0,500.0,0,0.9830220941400472
1750,2755,40.44116194646527,-0.08695281376570851,250.0,500.0,0,0.9819528170253191
1757,2752,40.46069051789385,-0.08620365992063928,250.0,500.0,0,0.980883539910591
1764,2749,40.48021908932242,-0.08545329851423822,250.0,500.0,0,0.9798142627958628
1771,2746,40.499747660750984,-0.08470172559304912,250.0,500.0,0,0.9787449856811348
1778,2743,40.51927623217956,-0.08394893718633867,250.0,500.0,0,0.9776757085664066
1785,2740,40.53880480360813,-0.08319492930600259,250.0,500.0,0,0.9766064314516785
1792,2737,40.5583333750367,-0.08243969794647121,250.0,500.0,0,0.9755371543369504
1799,2734,40.57786194646526,-0.08168323908461184,250.0,500.0,0,0.9744678772222223
1806,2731,40.59739051789384,-0.08092554867963386,250.0,500.0,0,0.9733986001074941
1813,2728,40.61691908932241,-0.08016662267299224,250.0,500.0,0,0.9723293229927661
1820,2725,40.63644766075099,-0.07940645698828797,250.0,500.0,0,0.9712600458780379
1827,2722,40.655976232179555,-0.07864504753117196,250.0,500.0,0,0.9701907687633098
1834,2719,40.67550480360813,-0.07788239018924448,250.0,500.0,0,0.9691214916485817
1841,2716,40.6950333750367,-0.07711848083195605,250.0,500.0,0,0.9680522145338536
1848,2713,40.71456194646527,-0.07635331531050804,250.0,500.0,0,0.9669829374191254
1855,2710,40.73409051789385,-0.07558688945775027,250.0,500.0,0,0.9659136603043974
1862,2707,40.75361908932242,-0.07481919908808088,250.0,500.0,0,0.9648443831896693
1869,2704,40.773147660750986,-0.07405023999734306,250.0,500.0,0,0.9637751060749411
1876,2702,40.792676232179566,-0.07328000796272227,250.0,500.0,0,0.9630622546651224
1883,2700,40.8056952797986,-0.07276581065476617,250.0,500.0,0,0.9623494032553036
1890,2698,40.81871432741765,-0.07225104444779995,250.0,500.0,0,0.9616365518454849
1897,2696,40.831733375036706,-0.07173570807666652,250.0,500.0,0,0.9609237004356662
1904,2694,40.84475242265575,-0.07121980027245467,250.0,500.0,0,0.9602108490258474
1911,2692,40.8577714702748,-0.07070331976248467,250.0,500.0,0,0.9594979976160287
1918,2690,40.87079051789384,-0.07018626527029515,250.0,500.0,0,0.9587851462062099
1925,2688,40.883809565512884,-0.06966863551562819,250.0,500.0,0,0.9580722947963911
1932,2686,40.896828613131945,-0.06915042921441583,250.0,500.0,0,0.9573594433865724
1939,2684,40.909847660750984,-0.06863164507876585,250.0,500.0,0,0.9566465919767537
1946,2682,40.92286670837002,-0.06811228181694684,250.0,500.0,0,0.9559337405669349
1953,2680,40.935885755989084,-0.06759233813337406,250.0,500.0,0,0.9552208891571162
1960,2678,40.94890480360813,-0.06707181272859652,250.0,500.0,0,0.9545080377472975
1967,2676,40.961923851227176,-0.06655070429928034,250.0,500.0,0,0.9537951863374787
1974,2674,40.97494289884622,-0.06602901153819563,250.0,500.0,0,0.9530823349276599
1981,2672,40.98796194646526,-0.06550673313420163,250.0,500.0,0,0.9523694835178412
1988,2670,41.000980994084316,-0.06498386777223186,250.0,500.0,0,0.9516566321080224
1995,2668,41.01400004170337,-0.06446041413327963,250.0,500.0,0,0.9509437806982037
2002,2666,41.027019089322415,-0.0639363708943832,250.0,500.0,0,0.950230929288385
2009,2664,41.04003813694146,-0.06341173672861111,250.0,500.0,0,0.9495180778785662
2016,2662,41.053057184560515,-0.06288651030504688,250.0,500.0,0,0.9488052264687475
2023,2660,41.066076232179554,-0.06236069028877411,250.0,500.0,0,0.9480923750589288
2030,2658,41.0790952797986,-0.06183427534086228,250.0,500.0,0,0.9473795236491099
2037,2656,41.09211432741765,-0.061307264118350524,250.0,500.0,0,0.9466666722392912
2044,2654,41.1051333750367,-0.06077965527423257,250.0,500.0,0,0.9459538208294725
2051,2652,41.11815242265575,-0.06025144745744271,250.0,500.0,0,0.9452409694196537
2058,2650,41.13117147027479,-0.05972263931283894,250.0,500.0,0,0.944528118009835
2065,2648,41.14419051789385,-0.05919322948118855,250.0,500.0,0,0.9438152666000164
2072,2646,41.157209565512886,-0.0586632165991523,250.0,500.0,0,0.9431024151901976
2079,2644,41.17022861313194,-0.05813259929926895,250.0,500.0,0,0.9423895637803789
2086,2642,41.18324766075099,-0.05760137620993966,250.0,500.0,0,0.9416767123705602
2093,2640,41.19626670837003,-0.05706954595541269,250.0,500.0,0,0.9409638609607412
2100,2638,41.20928575598908,-0.056537107155766986,250.0,500.0,0,0.9402510095509226
2107,2636,41.22230480360814,-0.05600405842689682,250.0,500.0,0,0.9395381581411039
2114,2634,41.23532385122718,-0.05547039838049628,250.0,500.0,0,0.9388253067312851
2121,2632,41.24834289884622,-0.054936125624042154,250.0,500.0,0,0.9381124553214664
2128,2630,41.26136194646527,-0.05440123876077907,250.0,500.0,0,0.9373996039116477
2135,2628,41.274380994084325,-0.053865736389703045,250.0,500.0,0,0.9366867525018289
2142,2626,41.287400041703364,-0.05332961710554507,250.0,500.0,0,0.9359739010920102
2149,2624,41.3004190893224,-0.052792879498754886,250.0,500.0,0,0.9352610496821914
2156,2622,41.31343813694146,-0.05225552215548501,250.0,500.0,0,0.9345481982723726
2163,2620,41.32645718456051,-0.051717543657574305,250.0,500.0,0,0.9338353468625539
2170,2618,41.33947623217955,-0.051178942582531306,250.0,500.0,0,0.9331224954527352
2177,2616,41.35249527979861,-0.05063971750351759,250.0,500.0,0,0.9324096440429164
